Feature ID,m/z,Retention Time,Score_Description,Name_or_Class,SMILES,Formula,FluoroMatch DTXSID,Likely PFAS?,Mass Defect in PFAS Space?,2+_homologous_series,3+_homologous_series,Number_of_F_Fragments,FINAL DTXSID,FINAL DTXSID NOTES,CONFIRM PFAS?,Reviewed?
2624,334.9766,6.05,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Tridecafluorohexan-1-ol,OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6HF13O,DTXSID30591739,FALSE,TRUE,TRUE,TRUE,2,,"Fragment at 68.9945 corresponds to CF3. Fragment at 220.9837 corresponds to C6F7O and fragment at 192.9881 corresponds to additional loss of CO to be C5F7. Fragments generally suggest ether-like structure rather than alcohol given by Fluoromatch. Individudal fragments don't necessarily build to the proposed structure.  Co-elutes with ADONA, so thinking this may be some kind of in soruce fragment or adduct ??",YES,Yes
2625,334.9767,4.28,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C6HF13O,DTXSID30591739,TRUE,TRUE,TRUE,TRUE,5,,In-source fragment (loss of CO2) of fluoroethers shown by XIC,,Yes
2630,335.0508,7.58,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","4,4'-(1,2,2,3,3,3-Hexafluoropropane-1,1-diyl)diphenol",OC1=CC=C(C=C1)C(F)(C1=CC=C(O)C=C1)C(F)(F)C(F)(F)F,C15H10F6O2,DTXSID30305272,TRUE,TRUE,TRUE,FALSE,3,,"HF losses observed at 315.0042, 295.038. CF2 loss at 245.0417, which appears to be HF loss from 265.0477. Fragment at 68.9954 corresponds to CF3. Fragments generally suggest polyfluorinated species without obvious head group present. Needs additonal review. ",YES,Yes
2636,335.1498,2.89,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C14H25F5OS,DTXSID20704896,FALSE,FALSE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2637,335.1498,3.46,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C14H25F5OS,DTXSID20704896,FALSE,FALSE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2663,336.9726,6.51,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated,O=C([OH])C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(/F)=C(\F)F,C8HF11O2,,TRUE,TRUE,TRUE,TRUE,4,,"No chemicals in CompTox with this formula and no AMOS spectra for comparison. Fragment at 270.9807 corresponds to loss of CF2O to give C7F9O. Fragment at 242.9871 corresponds to loss of CO to give C6F9. Frragment at 204.9888 corresponds to additional CF2O loss to give C6F7. Fragment at 180.9899 corresponds to C4F7. Fragment at 108.9904 corresponds to C3F3O. Fragment at 92.9955 corresponds to C3F3. Fragment at 59.0138 corresponds to acetate (C2H3O2), which is not in line with structure. Fragments suggest ether instead of carboxylic acid suggested by FM. Highly isomeric XIC. Could be in-source fragment, cyclic, or linear ether with DBs. ",YES,Yes
2665,336.989,6.83,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C8H4F10O3,,TRUE,TRUE,TRUE,FALSE,7,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2704,338.9715,1.34,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","Heptanedioic acid, decafluoro-",OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,C7H2F10O4,DTXSID30399510,TRUE,TRUE,TRUE,TRUE,4,,"XIC is messy, not reviewing",,No
2705,338.9883,5.56,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","3,4,4,5,5,6,6,7,7,8,8-Undecafluorooct-2-enoic acid",OC(=O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C8H3F11O2,DTXSID60763346,TRUE,TRUE,TRUE,TRUE,5,,"HF losses observed at 318.9888, 298.9762, 254.9855. CF2 loss observed from 254.9855 to 204.9889. Fluorinated fragments observed at 166.9920 (C6F5) and 92.9951 (C3F3). Fragments align with polyfluorinated species. Unclear if chemical formula is accurate. Needs additional review. ",YES,Yes
2746,340.9675,5.45,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated_ether,O=C([OH])C(F)(F)OC(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C7HF11O3,,TRUE,TRUE,TRUE,TRUE,16,DTXSID301035128,"No AMOS spectra for comparison. Fragments observed in MS2 spectra vary across peak, annotating here at apex. Fragment at 296.9754 corresponds to loss of CO2. Fragment at 274.9755 corresponds to loss of CF2O. Fragment at 230.9852 corresponds to C5F9. Fragment at 180.9888 corresponds to C4F7.",YES,Yes
2747,340.9712,4.66,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-unsaturated_ether,O=C([OH])C(F)(F)OC(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F,C7HF11O3,,TRUE,TRUE,TRUE,TRUE,3,,Same annotation from FM for another feature. RT and MS2 do not align with time or fragments observed for high confidence homologous series. ,,Yes
2749,341.0034,5.52,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2H,2H,3H,3H-Perfluorooctanoic acid",OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F11O2,DTXSID20874028,TRUE,TRUE,TRUE,TRUE,10,DTXSID20874028,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
2750,341.0038,4.98,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2H,2H,3H,3H-Perfluorooctanoic acid",OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8H5F11O2,DTXSID20874028,TRUE,TRUE,TRUE,TRUE,9,,Duplicate feature of 2749 from messy chromatogram,,Yes
2792,342.9491,5.58,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-H,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)C(/F)=C(\F)C(F)(F)F,C6H2F10O3S,,TRUE,TRUE,TRUE,TRUE,11,DTXSID501032601,No AMOS spectra for comparison. Fragment at 322.9435 corresponds to HF loss. Fragment at 242.9869 corresponds to C4HF6O3S with subsequent CF2 losses at 192.9889 and 142.9925. Fragment at 98.9555 corresponds to to SO3F. Fragment at 79.9569 corresponds to SO3. SMILES proposed by FluoroMatch doesn't seem to match fragments and structure with formula in CompTox also doesn't match fragments. Proposed structure: FC(F)C(F)(F)C(F)(F)C(F)(F)\C(F)=C(/F)S(=O)(=O)O. Assigning similar structure from CompTox for DTXSID. ,YES,Yes
2793,342.9493,2.26,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-H,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)C(/F)=C(\F)C(F)(F)F,C6H2F10O3S,,FALSE,TRUE,TRUE,TRUE,1,,Retention time is earlier than high confidence annotationS  within homologous series.,,Yes
2794,342.9493,2.77,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFSA-H,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)C(/F)=C(\F)C(F)(F)F,C6H2F10O3S,,FALSE,TRUE,TRUE,TRUE,0,,Retention time is earlier than high confidence annotationS  within homologous series. No MS/MS for this feature.,,Yes
2796,342.9676,6.04,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",FT-sulfonic_acid,O=S([OH])(=O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H5F9O4S,,FALSE,TRUE,TRUE,TRUE,1,,MS2 in Mzmine and RT incompatible with other high confidence annotations for homologous series of chemical formula. This appears to be some kind of in source measurement. ,,Yes
2797,342.9692,3.71,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",FT-sulfonic_acid,O=S([OH])(=O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H5F9O4S,,FALSE,TRUE,TRUE,TRUE,1,,No MS2 in Mzmine,,Yes
2798,342.9694,4.61,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",FT-sulfonic_acid,O=S([OH])(=O)C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H5F9O4S,,TRUE,TRUE,TRUE,TRUE,3,,No MS2 in Mzmine,,Yes
2799,342.9829,5.1,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2,2-Difluoro-3-(nonafluorobutoxy)propanoic acid",OC(=O)C(F)(F)COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H3F11O3,DTXSID90837948,TRUE,TRUE,TRUE,TRUE,9,DTXSID30382063,No AMOS spectra for comparison. Fragment at 298.9939 corresponds to CO2 loss. Fragment at 258.9816 corresponds to two additional HF losses. Fragment at 230.9875 corresponds to C5F9. Fragment at 192.9882 corresponds to C5F7.  Fragment at 168.9891 corresponds to C3F7. Fragment at 149.0035 corresponds to C3H2F5O. Fragment at 128.9971 corresponds to C3HF4O. Fragment at 80.9962 corresponds to C2F3. XIC highly isomeric. Fragmentation supports chemical formula. Exact structure may be isomeric to DTXSID assigned. ,YES,Yes
2846,344.9642,6.06,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","Perfluoro-3,6-dioxaoctanoic acid",OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,C6HF11O4,DTXSID20880982,TRUE,TRUE,TRUE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2847,344.9786,5.74,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",PFCA-H,O=C([OH])C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H2F12O2,DTXSID00765521,TRUE,TRUE,TRUE,TRUE,8,,"Compared to curated reference spectra of 7H-Perfluoroheptanoic acid. User agreed match. Fragments similar to what is also observed in the feature at 394. Hydrogen is likley at the 3rd carbon from the terminal CF3 tail. Fragmentation is similar to that of feature 3879. Definitely PFAS, but need additional opinion to assign identity.",YES,Yes
2849,344.979,4.33,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","(2,2,3,3,4,4,5,5,6,6-Decafluorohexyl)phosphonic acid",OP(O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,C6H5F10O3P,DTXSID00765521,FALSE,TRUE,TRUE,TRUE,2,,Duplicate feature of feature 2847 due to messy baseline.,,Yes
2879,346.9435,5.83,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","1,1,2-Trifluoro-2-(heptafluoropropoxy)ethane-1-sulfonic acid",OS(=O)(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,C5H2F10O4S,DTXSID40904755,TRUE,TRUE,TRUE,TRUE,8,,No MS2 in MZmine,,Yes
2887,346.9967,1.13,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS fragments from standards and exact mass OR 1+ common PFAS fragment (F containing), and exact mass). Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C7H4F12O2,DTXSID40729844,TRUE,TRUE,FALSE,FALSE,3,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2891,347.0795,1.09,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",Ethyl 2-amino-8-(pentafluoroethyl)-3H-1-benzazepine-4-carboxylate,CCOC(=O)C1=CC2=C(C=C(C=C2)C(F)(F)C(F)(F)F)N=C(N)C1,C15H13F5N2O2,DTXSID50896016,TRUE,TRUE,TRUE,TRUE,2,,"Messy XIC, no MS2 in Mzmine",,No
2898,347.1857,3.9,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","15,15,16,16,16-Pentafluorohexadecane-1-thiol",FC(F)(F)C(F)(F)CCCCCCCCCCCCCCS,C16H29F5S,DTXSID80782190,FALSE,FALSE,TRUE,FALSE,3,,"Messy XIC, not reviewing",,No
2901,347.9555,6.98,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSM-perfluoroalkyl_sulfonamide,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5H2F11NO2S,,TRUE,TRUE,TRUE,TRUE,5,DTXSID301026656,No AMOS spectra for comparison. Fragment at 77.9655 corresponds to NO2S. Fragment at 169.9888 corresponds to C3F7.,YES,Yes
2909,348.9394,6.02,Lvl 2 Schymanski: Confident ID (class specific dominant fragments observed along with exact mass) and 2+ in homologous series,PFSA-perfluoroalkyl,O=S([OH])(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),C5HF11O3S,,TRUE,TRUE,TRUE,TRUE,13,DTXSID8062600,"Compared to reference spectra on AMOS, user agreed match",YES,Yes
2911,349.0116,4.74,"Lvl 3 Schymanski: Tentative ID, highly likely PFAS (1+ PFAS common fragment (F containing) and exact mass) and 2+ in homologous series. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C9H7F9O4,DTXSID00895594,TRUE,TRUE,TRUE,TRUE,3,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2919,349.1652,3.89,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra",,,C15H24F6O2,DTXSID50956321,FALSE,FALSE,FALSE,FALSE,2,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
2920,349.1652,3.47,"Lvl 3 Schymanski: Tentative ID, possible PFAS (1+ PFAS fragment (F containing) and exact mass). Note the fragment(s) observed may have other fragment formula assignments not containing F. Can be assigned a Lvl 2 after manual review of fragment evidence provided, homologous series evidence provided, EIC, and spectra","2-(1,1,1,3,3,3-Hexafluoro-2-hydroxypropan-2-yl)cyclododecan-1-ol",OC1CCCCCCCCCCC1C(O)(C(F)(F)F)C(F)(F)F,C15H24F6O2,DTXSID50956321,FALSE,FALSE,FALSE,FALSE,1,,"FluoroMatch calls as level 3, minimal supporting information given. Downgrade to level 4.",,No
